n_clusters,silhouette_score
2,0.5290981531143188
3,0.5775601267814636
4,0.58113694190979
5,0.5437690615653992
6,0.5728408098220825
7,0.5657792687416077
8,0.5442989468574524
9,0.5315188765525818
10,0.5114803314208984
