n_clusters,silhouette_score
2,0.8085567951202393
3,0.8465688824653625
4,0.5614749193191528
5,0.5246099233627319
6,0.6283149123191833
7,0.5945771336555481
8,0.6221830248832703
9,0.629144549369812
10,0.64438796043396
