n_clusters,silhouette_score
2,0.5442327260971069
3,0.666778028011322
4,0.5378106832504272
5,0.56341952085495
6,0.589542806148529
7,0.5499628782272339
8,0.5184254050254822
9,0.5312022566795349
10,0.5563297867774963
