n_clusters,silhouette_score
2,0.8057048916816711
3,0.5860515236854553
4,0.5067994594573975
5,0.500554084777832
6,0.5416797995567322
7,0.5320070385932922
8,0.5403643250465393
9,0.5738080739974976
10,0.5569881796836853
