n_clusters,silhouette_score
2,0.6557635068893433
3,0.6885801553726196
4,0.6783408522605896
5,0.6728677153587341
6,0.6399011015892029
7,0.5801695585250854
8,0.5771840810775757
9,0.5855470299720764
10,0.5754250884056091
